related_bill_id,related_bill_title,related_bill_introduction_date,bill_slug,bill_congress
s930-117,A bill to amend the Internal Revenue Code of 1986 to ensure that the 2021 recovery rebates as provided for in the American Rescue Plan Act are not provided to prison inmates convicted of rape and that such sums shall be redirected to the Department of Justice to be paid out in the form of restitution to compensate victims of crime.,2021-03-23,s930,117
s931-117,A bill to amend the Internal Revenue Code of 1986 to ensure that the 2021 recovery rebates as provided for in the American Rescue Plan Act are not provided to prison inmates convicted of child sex abuse and that such sums shall be redirected to the Department of Justice to be paid out in the form of restitution to compensate victims of crime.,2021-03-23,s931,117
s928-117,A bill to amend the Internal Revenue Code of 1986 to ensure that the 2021 recovery rebates as provided for in the American Rescue Plan Act are not provided to prison inmates and that such sums shall be redirected to the Department of Justice to be paid out in the form of restitution to compensate victims of crime.,2021-03-23,s928,117
s929-117,A bill to amend the Internal Revenue Code of 1986 to ensure that the 2021 recovery rebates as provided for in the American Rescue Plan Act are not provided to prison inmates convicted of murder and that such sums shall be redirected to the Department of Justice to be paid out in the form of restitution to compensate victims of crime.,2021-03-23,s929,117
s890-117,"A bill to amend the Immigration and Nationality Act to increase penalties for individuals who illegally reenter the United States after being removed, and for other purposes.",2021-03-22,s890,117
s706-117,"A bill to modify a provision relating to adjustments of certain State apportionments for Federal highway programs, and for other purposes.",2021-03-11,s706,117
s705-117,"A bill to amend the Intermodal Surface Transportation Efficiency Act of 1991 with respect to future interstate designations, and for other purposes.",2021-03-11,s705,117
s676-117,A bill to address foreign threats to higher education in the United States.,2021-03-10,s676,117
s524-117,"A bill to abolish the Federal Insurance Office of the Department of the Treasury, and for other purposes.",2021-03-02,s524,117
s523-117,"A bill to repeal the Office of Financial Research, and for other purposes.",2021-03-02,s523,117
s277-117,"A bill to exempt from the Lacey Act and the Lacey Act Amendments of 1981 certain water transfers between any of the States of Texas, Arkansas, and Louisiana, and for other purposes.",2021-02-08,s277,117
s275-117,A bill to allow individuals to choose to opt out of the Medicare part A benefit.,2021-02-08,s275,117
s197-117,"A bill to amend the Internal Revenue Code of 1986 to permanently allow a tax deduction at the time an investment in qualified property is made, and for other purposes.",2021-02-03,s197,117
s152-117,A bill to allow States to approve the use of diagnostic tests during a public health emergency.,2021-02-02,s152,117
s154-117,"A bill to amend the Federal Food, Drug, and Cosmetic Act to provide for reciprocal marketing approval of certain drugs, biological products, and devices that are authorized to be lawfully marketed abroad, and for other purposes.",2021-02-02,s154,117
s155-117,A bill to permit a licensed health care provider to provide health care services to individuals in one or more States in which the provider is not licensed.,2021-02-02,s155,117
s153-117,"A bill to amend the Internal Revenue Code of 1986 to expand and improve health savings accounts, and for other purposes.",2021-02-02,s153,117
s126-117,"A bill to amend the Internal Revenue Code of 1986 to make permanent the individual tax provisions of the tax reform law, and for other purposes.",2021-01-28,s126,117
s44-117,A bill to amend the Internal Revenue Code of 1986 to permit kindergarten through grade 12 educational expenses to be paid from a 529 account.,2021-01-26,s44,117
s45-117,A bill to amend the Elementary and Secondary Education Act of 1965 to strengthen school security.,2021-01-26,s45,117
s43-117,"A bill to amend the Internal Revenue Code of 1986 to establish tax credits to encourage individual and corporate taxpayers to contribute to scholarships for students through eligible scholarship-granting organizations and eligible workforce training organizations, and for other purposes.",2021-01-26,s43,117
sjres3-117,A joint resolution proposing an amendment to the Constitution of the United States relative to limiting the number of terms that a Member of Congress may serve.,2021-01-22,sjres3,117
s4939-116,"A bill to require the Secretary of State to submit a report to Congress on the designation of the Muslim Brotherhood as a foreign terrorist organization, and for other purposes.",2020-12-01,s4939,116
sjres76-116,A joint resolution proposing an amendment to the Constitution of the United States to require that the Supreme Court of the United States be composed of nine justices.,2020-10-19,sjres76,116
s4798-116,"A bill to use grant funds to provide identification kits to certain children, and for other purposes.",2020-10-05,s4798,116
s4744-116,"A bill to authorize the Daughters of the Republic of Texas to establish the Republic of Texas Legation Memorial as a commemorative work in the District of Columbia, and for other purposes.",2020-09-29,s4744,116
s4537-116,"A bill to provide for economic recovery, and for other purposes.",2020-09-08,s4537,116
s4505-116,"A bill to provide one-time grants to parents and guardians for student education expenses, to establish emergency education freedom grants, and to provide tax credits for donations to eligible scholarship-granting organizations, and for other purposes.",2020-08-06,s4505,116
s4376-116,"A bill to amend the Internal Revenue Code of 1986 to permanently allow a tax deduction at the time an investment in qualified property is made, and for other purposes.",2020-07-30,s4376,116
s4340-116,"A bill to ensure that a State or local jurisdiction is ineligible to receive or use funds allocated, appropriated, or authorized to address COVID-19 if that State or jurisdiction discriminates against religious individuals or religious institutions, and for other purposes.",2020-07-28,s4340,116
s4345-116,"A bill to amend section 212 of the Immigration and Nationality Act to ensure that efforts to engage in espionage or technology transfer are considered in visa issuance, and for other purposes.",2020-07-28,s4345,116
s4297-116,"A bill to allow participants in certain retirement plans to delay their 2020 contributions to such plans to 2021 or 2022, and for other purposes.",2020-07-23,s4297,116
s4266-116,"A bill to provide civil liability for injuries in law enforcement free zones, and for other purposes.",2020-07-22,s4266,116
s4101-116,"A bill to expand the payment of principal, interest, and fees for certain disaster loans under the CARES Act, and for other purposes.",2020-06-30,s4101,116
s3992-116,"A bill to amend the Small Business Act to provide that certain chambers of commerce and destination marketing organizations are eligible for loans under the paycheck protection program, and for other purposes.",2020-06-17,s3992,116
